"Package"|"Version"|"Priority"|"Depends"|"Imports"|"LinkingTo"|"Suggests"|"Enhances"|"License"|"License_is_FOSS"|"License_restricts_use"|"OS_type"|"Archs"|"MD5sum"|"NeedsCompilation"|"File"|"Repository"
"dynsim"|"1.2.1"|NA|"R (>= 3.0.0)"|"ggplot2 (>= 1.0.1.9003), grid, gridExtra (>= 2.0.0), MASS"|NA|"DataCombine, knitr"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"dynsurv"|"0.3-2"|NA|"R (>= 3.0.2), survival"|"ggplot2, grDevices, grid, nleqslv, plyr, reshape, stats, utils"|"BH (>= 1.54.0-2)"|NA|NA|"GPL (>= 3)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"e1071"|"1.6-7"|NA|NA|"graphics, grDevices, class, stats, methods, utils"|NA|"cluster, mlbench, nnet, randomForest, rpart, SparseM, xtable,
Matrix, MASS"|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eAnalytics"|"0.1.0"|NA|"R (>= 2.10.0), plotly,"|"d3heatmap, dplyr, DT, energyr, googleVis, leaflet, shiny,
shinydashboard"|NA|NA|NA|"Apache License"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eHOF"|"1.7"|NA|"R (>= 2.5.0), mgcv, lattice"|NA|NA|"vegdata, vegan, knitr, testthat"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eRm"|"0.15-6"|NA|"R (>= 3.0.0)"|"graphics, grDevices, stats, methods, MASS, splines, Matrix,
lattice"|NA|NA|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eVenn"|"2.3.3"|NA|"R (>= 2.10)"|"grDevices, graphics, stats, utils"|NA|NA|NA|"GPL"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eaf"|"1.07"|NA|"R (>= 2.10.0)"|"modeltools"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"earlywarnings"|"1.0.59"|NA|"R (>= 3.0.2), ggplot2, moments, tgp, tseries"|"fields, nortest, quadprog, Kendall, KernSmooth, lmtest, som,
spam, stats"|NA|NA|NA|"FreeBSD"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"earth"|"4.4.6"|NA|"plotmo (>= 3.1.5), TeachingDemos (>= 2.10)"|NA|NA|"gam (>= 1.12), mgcv (>= 1.8-14), mda (>= 0.4-9), MASS (>=
7.3-45)"|NA|"GPL-3"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"earthtones"|"0.1.0"|NA|"R (>= 3.1.0)"|"ggmap (>= 2.6.1)"|NA|"testthat, cluster, knitr, rmarkdown, ggplot2"|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"easyPubMed"|"1.5"|NA|"XML"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"easyVerification"|"0.2.0"|NA|"R (>= 3.0), SpecsVerification, stats, utils"|"RCurl, pbapply, Rcpp"|"Rcpp"|"testthat, knitr, parallel, R.rsp"|NA|"GPL-3"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"easyanova"|"4.0"|NA|"R (>= 3.0.0)"|"car, nlme"|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"easyformatr"|"0.1.2"|NA|"R (>= 3.2.2)"|"dplyr (>= 0.4.3), lazyeval (>= 0.1.10), magrittr (>= 1.5),
stringi (>= 0.5-5), tidyr (>= 0.3.1), knitr (>= 1.11), tibble
(>= 1.1)"|NA|"testthat, rmarkdown"|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"easynls"|"4.0"|NA|NA|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"easypackages"|"0.1.0"|NA|"R (>= 3.0.0)"|"assertthat, devtools, utils"|NA|"knitr, rmarkdown"|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"easypower"|"1.0.1"|NA|NA|"pwr (>= 1.1-3)"|NA|"knitr"|NA|"GPL (>= 3)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ebGenotyping"|"2.0.1"|NA|NA|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ebSNP"|"1.0"|NA|NA|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eba"|"1.7-2"|NA|"R (>= 2.15.0), stats, graphics"|"nlme"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ebal"|"0.1-6"|NA|NA|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ebdbNet"|"1.2.3"|NA|"R (>= 2.8.1), igraph"|NA|NA|"GeneNet"|NA|"GPL (>= 3)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecb"|"0.2"|NA|NA|"curl, rsdmx, xml2, httr"|NA|"knitr, rmarkdown, dplyr, ggplot2, testthat"|NA|"CC0"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecd"|"0.8.2"|NA|"R (>= 3.1.2)"|"stats, utils, Rmpfr (>= 0.6-0), gsl, polynom, xts, zoo,
optimx, moments, parallel, graphics, methods, yaml, RSQLite (<=
1.0.0), digest"|NA|"knitr, testthat, roxygen2, ghyp, fOptions, shape"|NA|"Artistic-2.0"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecdfHT"|"0.1.1"|NA|"R (>= 3.3.0)"|"rgl"|NA|NA|NA|"GPL (>= 3)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecespa"|"1.1-8"|NA|"splancs, spatstat (>= 1.4.0)"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecipex"|"1.0"|NA|NA|"CHNOSZ"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eco"|"3.1-7"|NA|"R (>= 2.0), MASS, utils"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecodist"|"1.2.9"|NA|"R (>= 3.0.0)"|"stats"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecoengine"|"1.10.0"|NA|"R (>= 3.1.1)"|"magrittr, data.table, httr (>= 0.3), plyr, assertthat, dplyr,
whisker, jsonlite, lubridate"|NA|"testthat, knitr, ggplot2"|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecolMod"|"1.2.6"|NA|"R (>= 2.01), rootSolve, shape, diagram, deSolve"|NA|NA|"maps, seacarb, scatterplot3d, deldir"|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecoreg"|"0.2.1"|NA|NA|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecoretriever"|"0.2.1"|NA|"R (>= 3.0.0)"|"utils"|NA|NA|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecosim"|"1.2"|NA|"methods, deSolve, stoichcalc"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecospace"|"1.0.0"|NA|"R (>= 3.1.0)"|"FD (>= 1.0-12)"|NA|NA|NA|"CC0"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecospat"|"2.0"|NA|"ade4 (>= 1.6-2), ape (>= 3.2), gbm (>= 2.1), sp (>= 1.0-15)"|"adehabitatHR (>= 0.4.11), adehabitatMA (>= 0.3.8), biomod2 (>=
3.1-64), dismo (>= 0.9-3), ecodist (>= 1.2.9), maptools (>=
0.8-39), randomForest (>= 4.6-7), spatstat (>= 1.37-0), raster
(>= 2.2-31), rms (>= 4.5-0), MigClim (>= 1.6), gtools (>=
3.4.1), PresenceAbsence (>= 1.1.9), methods (>= 3.1.1),
doParallel (>= 1.0.10), foreach (>= 1.4.3), iterators (>=
1.0.8), parallel"|NA|"rgdal (>= 0.8-16), rJava (>= 0.9-6), XML (>= 3.98-1.1)"|NA|"GPL"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecotoxicology"|"1.0.1"|NA|"R (>= 2.10)"|NA|NA|NA|NA|"GPL (>= 3)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecoval"|"1.0"|NA|"utility, rivernet"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecp"|"2.0.0"|NA|"R (>= 3.00), Rcpp"|NA|"Rcpp"|"mvtnorm,MASS,combinat, R.rsp"|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ecr"|"1.0.1"|NA|"ParamHelpers (>= 1.8), BBmisc (>= 1.6), smoof (>= 1.4),
ggplot2 (>= 1.0.0)"|"checkmate (>= 1.1), parallelMap (>= 1.1), reshape2 (>= 1.4.1),
gridExtra (>= 0.9.1)"|NA|"testthat (>= 0.9.1)"|NA|"BSD_2_clause + file LICENSE"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edcc"|"1.0-0"|NA|"spc"|NA|NA|NA|NA|"GPL"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edci"|"1.1-2"|NA|NA|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edeR"|"1.0.0"|NA|"rJava, rjson, rJython"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edeaR"|"0.4.3"|NA|"R(>= 3.0.0)"|"dplyr,ggplot2,lubridate,tidyr,XML, xml2,data.table"|NA|"knitr, rmarkdown"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edesign"|"1.0-13"|NA|NA|NA|NA|NA|NA|"GPL (>= 2.0)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edfReader"|"1.1.1"|NA|"R (>= 3.2.0)"|NA|NA|"testthat, knitr, rmarkdown, ggplot2"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edf"|"1.0.0"|NA|"R (>= 3.0.2)"|NA|NA|NA|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edfun"|"0.2.0"|NA|"R (>= 3.0.0)"|"stats"|NA|"knitr, rmarkdown"|NA|"GPL-2 | GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edgar"|"1.0.5"|NA|"R (>= 3.1)"|"R.utils,tm,XML,wordcloud,RColorBrewer,ggplot2"|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edgeCorr"|"1.0"|NA|"graphics"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edgeRun"|"1.0.9"|NA|"edgeR, data.table"|NA|NA|NA|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edgebundleR"|"0.1.4"|NA|"R (>= 3.1.2)"|"htmlwidgets (>= 0.3.2), rjson, igraph, shiny"|NA|"knitr, huge"|NA|"GPL (>= 3)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"editrules"|"2.9.0"|NA|"R (>= 2.12.0), igraph"|"lpSolveAPI"|NA|NA|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edrGraphicalTools"|"2.1"|NA|"rgl, mvtnorm, MASS, lasso2"|NA|NA|NA|NA|"GPL (>= 2.0)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"edstan"|"0.209"|NA|"R (>= 3.0.2)"|"rstan (>= 2.10)"|NA|NA|NA|"BSD_3_clause + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eechidna"|"0.1"|NA|"R (>= 3.2.3)"|"dplyr, ggplot2 (>= 2.0.0), tidyr, shiny, plotly (>= 3.5.2),
ggthemes, shinyjs, methods"|NA|"testthat, knitr, rmarkdown, maptools, purrr, sp, GGally,
corrplot, broom, plyr, scales, readr, gridExtra"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eegAnalysis"|"0.0"|NA|"R (>= 3.0.0), e1071 (>= 1.6), wmtsa (>= 2.0-0) , fields (>=
6.9.1), splus2R (>= 1.2-0)"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eegkit"|"1.0-2"|NA|"R (>= 3.1.1), bigsplines, eegkitdata, ica, rgl"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eegkitdata"|"1.0"|NA|"R (>= 2.10)"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eel"|"1.1"|NA|"emplik, rootSolve"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eemR"|"0.1.4"|NA|"R (>= 3.2.1)"|"stringr, fields, dplyr, R.matlab, pracma, readr, stats, rlist,
viridis"|NA|"cdom, magrittr, testthat, knitr, rmarkdown, ggplot2, plot3D,
extrafont, tidyr, shiny, DT"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eeptools"|"0.9.1"|NA|"R (>= 2.15.1), ggplot2"|"maptools, arm, data.table, vcd, memisc"|NA|"reshape, sp, plyr, mapproj, testthat, maps, stringr, knitr,
rmarkdown, MASS"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"effects"|"3.1-1"|NA|"R (>= 3.2.0)"|"lme4, nnet, lattice, grid, colorspace, graphics, grDevices,
stats, utils"|NA|"pbkrtest (>= 0.4-4), nlme, MASS, poLCA, heplots, splines,
ordinal, car"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"efflog"|"1.0"|NA|"stats, R(>= 2.10.1)"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"effsize"|"0.6.4"|NA|NA|NA|NA|"testthat"|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"efreadr"|"0.1.1"|NA|"readr, dplyr, ensurer, magrittr"|NA|NA|NA|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ega"|"1.0.1"|NA|"R (>= 2.14.0)"|"ggplot2"|NA|"knitr"|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"egcm"|"1.0.8"|NA|"zoo, xts, TTR"|"grid, ggplot2, tseries, MASS, urca, parallel, fArma, stats,
methods"|NA|NA|NA|"GPL-2 | GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eggCounts"|"1.1-1"|NA|"R (>= 3.2.0), Rcpp (>= 0.11.0), rstan (>= 2.11.1), methods"|"actuar,boot,coda,utils,testthat,numbers"|"StanHeaders (>= 2.11.0), rstan (>= 2.11.1), BH (>= 1.60),
Rcpp (>= 0.11.0), RcppEigen"|"lattice"|NA|"GPL (>= 3)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"egonet"|"1.2"|NA|"sna"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eha"|"2.4-3"|NA|"R (>= 3.0.0), survival (>= 2.37-6)"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eiCompare"|"1.7"|NA|"eiPack, methods, tmvtnorm, foreach, ggplot2,"|"data.table, ucminf, R.utils, mvtnorm, msm, mnormt, cubature,
ellipse, plotrix, plyr, tidyr, magrittr"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eiPack"|"0.1-7"|NA|"R (>= 2.0.0), MASS, coda, msm"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ei"|"1.3-2"|NA|"R (>= 2.5.0), eiPack"|"mvtnorm, msm, tmvtnorm, ellipse, plotrix, MASS, ucminf,
cubature, mnormt, foreach, sp"|NA|"rgl"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eigeninv"|"2011.8-1"|NA|"R (>= 2.10.1)"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eigenmodel"|"1.01"|NA|NA|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eigenprcomp"|"1.0"|NA|NA|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eive"|"2.1"|NA|NA|"Rcpp (>= 0.11.1)"|"Rcpp"|NA|NA|"GPL"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"eiwild"|"0.6.7"|NA|"R (>= 2.15)"|"gtools, coda, lattice"|NA|NA|NA|"GPL-3"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elasso"|"1.1"|NA|"R (>= 3.0.2),glmnet,SiZer,datasets"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elasticIsing"|"0.2"|NA|NA|"magrittr, glmnet, reshape2, cvTools, qgraph, methods"|NA|"IsingSampler, akima"|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elastic"|"0.7.6"|NA|NA|"utils, methods, httr (>= 1.2.0), curl (>= 1.1), jsonlite (>=
1.0)"|NA|"roxygen2 (>= 5.0.1), testthat, knitr, covr"|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elasticnet"|"1.1"|NA|"R (>= 2.10), lars"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elec.strat"|"0.1.1"|NA|"R (>= 2.10), elec"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elec"|"0.1.2"|NA|NA|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"electionsBR"|"0.1.1"|NA|"R (>= 2.10)"|"magrittr"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elementR"|"1.1"|NA|"R (>= 3.2.3)"|"gdata, shiny,devtools, shinyjs, gnumeric, R6, shinydashboard,
abind, stringr, lmtest, tcltk,tcltk2, reader, readODS, readxl"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elexr"|"1.0"|NA|NA|"utils"|NA|NA|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elliplot"|"1.1.1"|NA|NA|NA|NA|NA|NA|"MIT + file LICENSE"|"yes"|"no"|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ellipse"|"0.3-8"|NA|"R (>= 2.0.0),graphics,stats"|NA|NA|"MASS"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elliptic"|"1.3-7"|NA|"R (>= 2.5.0)"|"MASS"|NA|"emulator, calibrator"|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elmNN"|"1.0"|NA|"MASS"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"elrm"|"1.2.2"|NA|"R(>= 2.7.2), coda, graphics, stats"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"emIRT"|"0.0.7"|NA|"R (>= 2.10), pscl (>= 1.0.0), Rcpp (>= 0.10.6)"|NA|"Rcpp, RcppArmadillo"|NA|NA|"GPL (>= 3)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"embryogrowth"|"6.3"|NA|"deSolve, polynom, parallel, HelpersMG (>= 1.2),R (>= 2.14.2)"|NA|NA|"entropy, shiny, coda, optimx, numDeriv"|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"emdbook"|"1.3.9"|NA|NA|"MASS, lattice, plyr, coda, bbmle"|NA|"R2WinBUGS, ellipse, SuppDists, numDeriv, testthat, rgl"|NA|"GPL"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"emdist"|"0.3-1"|NA|NA|NA|NA|NA|NA|"MIT"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"emg"|"1.0.6"|NA|"R (>= 1.8.0), stats, stats4"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
